,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
82,Andorra,AND,2021-02-13,,,,74.0,,,,958.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
83,Andorra,AND,2021-02-14,,,,81.0,,,,1048.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
84,Andorra,AND,2021-02-15,,,,87.0,,,,1126.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
85,Andorra,AND,2021-02-16,,,,94.0,,,,1217.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
86,Andorra,AND,2021-02-17,,,,100.0,,,,1294.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
87,Andorra,AND,2021-02-18,,,,87.0,,,,1126.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
88,Andorra,AND,2021-02-19,2141.0,2141.0,,74.0,2.77,2.77,,958.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
89,Anguilla,AIA,2021-02-04,0.0,0.0,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
90,Anguilla,AIA,2021-02-05,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
91,Anguilla,AIA,2021-02-06,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
92,Anguilla,AIA,2021-02-07,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
93,Anguilla,AIA,2021-02-08,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
94,Anguilla,AIA,2021-02-09,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
95,Anguilla,AIA,2021-02-10,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
96,Anguilla,AIA,2021-02-11,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
97,Anguilla,AIA,2021-02-12,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
98,Anguilla,AIA,2021-02-13,1341.0,1341.0,,149.0,8.94,8.94,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
99,Anguilla,AIA,2021-02-14,2762.0,2762.0,,331.0,18.41,18.41,,22064.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
100,Argentina,ARG,2020-12-29,700.0,,,,0.0,,,,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
101,Argentina,ARG,2020-12-30,,,,15656.0,,,,346.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
102,Argentina,ARG,2020-12-31,32013.0,,,15656.0,0.07,,,346.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
103,Argentina,ARG,2021-01-01,,,,11070.0,,,,245.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
104,Argentina,ARG,2021-01-02,,,,8776.0,,,,194.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
105,Argentina,ARG,2021-01-03,,,,7400.0,,,,164.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
106,Argentina,ARG,2021-01-04,39599.0,,,6483.0,0.09,,,143.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
107,Argentina,ARG,2021-01-05,,,,7984.0,,,,177.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
108,Argentina,ARG,2021-01-06,,,,8173.0,,,,181.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
109,Argentina,ARG,2021-01-07,,,,8363.0,,,,185.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
110,Argentina,ARG,2021-01-08,107542.0,,,10519.0,0.24,,,233.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
111,Argentina,ARG,2021-01-09,,,,11942.0,,,,264.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
112,Argentina,ARG,2021-01-10,,,,13365.0,,,,296.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
113,Argentina,ARG,2021-01-11,,,,14788.0,,,,327.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
114,Argentina,ARG,2021-01-12,,,,14056.0,,,,311.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
115,Argentina,ARG,2021-01-13,166833.0,,,13323.0,0.37,,,295.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
116,Argentina,ARG,2021-01-14,,,,13320.0,,,,295.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
117,Argentina,ARG,2021-01-15,200759.0,,,13317.0,0.44,,,295.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
118,Argentina,ARG,2021-01-16,,,,12971.0,,,,287.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
119,Argentina,ARG,2021-01-17,,,,12624.0,,,,279.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
120,Argentina,ARG,2021-01-18,,,,12278.0,,,,272.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
121,Argentina,ARG,2021-01-19,,,,11932.0,,,,264.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
122,Argentina,ARG,2021-01-20,247933.0,243539.0,4394.0,11586.0,0.55,0.54,0.01,256.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
123,Argentina,ARG,2021-01-21,265724.0,249372.0,16352.0,11704.0,0.59,0.55,0.04,259.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
124,Argentina,ARG,2021-01-22,279602.0,254456.0,25146.0,11263.0,0.62,0.56,0.06,249.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
125,Argentina,ARG,2021-01-23,288064.0,258876.0,29188.0,11124.0,0.64,0.57,0.06,246.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
126,Argentina,ARG,2021-01-24,292023.0,260036.0,31987.0,10342.0,0.65,0.58,0.07,229.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
127,Argentina,ARG,2021-01-25,292386.0,260122.0,32264.0,9046.0,0.65,0.58,0.07,200.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
128,Argentina,ARG,2021-01-26,305880.0,266969.0,38911.0,9626.0,0.68,0.59,0.09,213.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
129,Argentina,ARG,2021-01-27,318033.0,272323.0,45710.0,10014.0,0.7,0.6,0.1,222.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
130,Argentina,ARG,2021-01-28,327999.0,276548.0,51451.0,8896.0,0.73,0.61,0.11,197.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
131,Argentina,ARG,2021-01-29,344034.0,278451.0,65583.0,9205.0,0.76,0.62,0.15,204.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
132,Argentina,ARG,2021-01-30,366384.0,281023.0,85361.0,11189.0,0.81,0.62,0.19,248.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
133,Argentina,ARG,2021-01-31,,,,11299.0,,,,250.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
134,Argentina,ARG,2021-02-01,375851.0,281577.0,94274.0,11924.0,0.83,0.62,0.21,264.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
135,Argentina,ARG,2021-02-02,,,,11475.0,,,,254.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
136,Argentina,ARG,2021-02-03,396562.0,284196.0,112366.0,11218.0,0.88,0.63,0.25,248.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
137,Argentina,ARG,2021-02-04,444018.0,297717.0,146301.0,16574.0,0.98,0.66,0.32,367.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
138,Argentina,ARG,2021-02-05,,,,16238.0,,,,359.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
139,Argentina,ARG,2021-02-06,471383.0,307501.0,163882.0,15000.0,1.04,0.68,0.36,332.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
140,Argentina,ARG,2021-02-07,501152.0,319316.0,181836.0,18576.0,1.11,0.71,0.4,411.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
141,Argentina,ARG,2021-02-08,511582.0,322318.0,189264.0,19390.0,1.13,0.71,0.42,429.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
142,Argentina,ARG,2021-02-09,513178.0,322975.0,190203.0,18139.0,1.14,0.71,0.42,401.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
143,Argentina,ARG,2021-02-10,535303.0,337772.0,197531.0,19820.0,1.18,0.75,0.44,439.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
144,Argentina,ARG,2021-02-11,572928.0,362649.0,210279.0,18416.0,1.27,0.8,0.47,407.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
145,Argentina,ARG,2021-02-12,591632.0,368023.0,223609.0,19133.0,1.31,0.81,0.49,423.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
146,Argentina,ARG,2021-02-13,606245.0,371629.0,234616.0,19266.0,1.34,0.82,0.52,426.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
147,Argentina,ARG,2021-02-14,609605.0,372122.0,237483.0,15493.0,1.35,0.82,0.53,343.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
148,Argentina,ARG,2021-02-15,609791.0,372181.0,237610.0,14030.0,1.35,0.82,0.53,310.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
149,Argentina,ARG,2021-02-16,611169.0,373253.0,237916.0,13999.0,1.35,0.83,0.53,310.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
150,Argentina,ARG,2021-02-17,612322.0,374002.0,238320.0,11003.0,1.35,0.83,0.53,243.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
151,Argentina,ARG,2021-02-18,635583.0,392399.0,243184.0,8951.0,1.41,0.87,0.54,198.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
152,Argentina,ARG,2021-02-19,668654.0,414958.0,253696.0,11003.0,1.48,0.92,0.56,243.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
153,Argentina,ARG,2021-02-20,707148.0,445614.0,261534.0,14415.0,1.56,0.99,0.58,319.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
154,Argentina,ARG,2021-02-21,720267.0,456929.0,263338.0,15809.0,1.59,1.01,0.58,350.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
155,Argentina,ARG,2021-02-22,722234.0,458822.0,263412.0,16063.0,1.6,1.02,0.58,355.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
156,Australia,AUS,2021-02-15,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
157,Australia,AUS,2021-02-16,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
158,Australia,AUS,2021-02-17,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
159,Australia,AUS,2021-02-18,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
160,Australia,AUS,2021-02-19,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
161,Australia,AUS,2021-02-20,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
162,Australia,AUS,2021-02-21,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
163,Australia,AUS,2021-02-22,20.0,20.0,,3.0,0.0,0.0,,0.0,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
164,Austria,AUT,2021-01-10,,6784.0,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
165,Austria,AUT,2021-01-11,,11559.0,,,,0.13,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
166,Austria,AUT,2021-01-12,,13172.0,,,,0.15,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
167,Austria,AUT,2021-01-13,21259.0,20064.0,,,0.24,0.22,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
168,Austria,AUT,2021-01-14,47087.0,29359.0,,6457.0,0.52,0.33,,717.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
169,Austria,AUT,2021-01-15,67473.0,39751.0,,9243.0,0.75,0.44,,1026.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
170,Austria,AUT,2021-01-16,76066.0,50402.0,,9134.0,0.84,0.56,,1014.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
171,Austria,AUT,2021-01-17,82005.0,55450.0,,8678.0,0.91,0.62,,964.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
172,Austria,AUT,2021-01-18,88973.0,60708.0,304.0,9673.0,0.99,0.67,0.0,1074.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
173,Austria,AUT,2021-01-19,97389.0,70474.0,1034.0,10876.0,1.08,0.78,0.01,1208.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
174,Austria,AUT,2021-01-20,127354.0,86888.0,2007.0,15156.0,1.41,0.96,0.02,1683.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
175,Austria,AUT,2021-01-21,152843.0,105038.0,3214.0,15108.0,1.7,1.17,0.04,1677.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
176,Austria,AUT,2021-01-22,163692.0,121216.0,3540.0,13746.0,1.82,1.35,0.04,1526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
177,Austria,AUT,2021-01-23,168700.0,132105.0,4243.0,13233.0,1.87,1.47,0.05,1469.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
178,Austria,AUT,2021-01-24,171416.0,135249.0,4289.0,12773.0,1.9,1.5,0.05,1418.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
179,Austria,AUT,2021-01-25,177179.0,137044.0,4306.0,12601.0,1.97,1.52,0.05,1399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
180,Austria,AUT,2021-01-26,187606.0,146587.0,4346.0,12888.0,2.08,1.63,0.05,1431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
181,Austria,AUT,2021-01-27,191749.0,153859.0,5126.0,9199.0,2.13,1.71,0.06,1021.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
182,Austria,AUT,2021-01-28,198091.0,163806.0,5633.0,6464.0,2.2,1.82,0.06,718.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
183,Austria,AUT,2021-01-29,208878.0,174262.0,7157.0,6455.0,2.32,1.93,0.08,717.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
184,Austria,AUT,2021-01-30,220647.0,183628.0,13551.0,7421.0,2.45,2.04,0.15,824.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
185,Austria,AUT,2021-01-31,224792.0,185291.0,15207.0,7625.0,2.5,2.06,0.17,847.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
186,Austria,AUT,2021-02-01,227802.0,186479.0,15866.0,7232.0,2.53,2.07,0.18,803.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
187,Austria,AUT,2021-02-02,241258.0,189926.0,19062.0,7665.0,2.68,2.11,0.21,851.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
188,Austria,AUT,2021-02-03,252707.0,194287.0,28233.0,8708.0,2.81,2.16,0.31,967.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
189,Austria,AUT,2021-02-04,262079.0,198912.0,39329.0,9141.0,2.91,2.21,0.44,1015.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
190,Austria,AUT,2021-02-05,277431.0,202160.0,50669.0,9793.0,3.08,2.24,0.56,1087.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
191,Austria,AUT,2021-02-06,284578.0,208144.0,62123.0,9133.0,3.16,2.31,0.69,1014.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
192,Austria,AUT,2021-02-07,289954.0,210239.0,66621.0,9309.0,3.22,2.33,0.74,1034.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
193,Austria,AUT,2021-02-08,298195.0,212062.0,71135.0,10056.0,3.31,2.35,0.79,1117.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
194,Austria,AUT,2021-02-09,311221.0,215592.0,78852.0,9995.0,3.46,2.39,0.88,1110.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
195,Austria,AUT,2021-02-10,329881.0,219286.0,90983.0,11025.0,3.66,2.43,1.01,1224.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
196,Austria,AUT,2021-02-11,343069.0,224467.0,106450.0,11570.0,3.81,2.49,1.18,1285.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
197,Austria,AUT,2021-02-12,365414.0,229317.0,122349.0,12569.0,4.06,2.55,1.36,1396.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
198,Austria,AUT,2021-02-13,368766.0,236728.0,136564.0,12027.0,4.09,2.63,1.52,1335.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
199,Austria,AUT,2021-02-14,374034.0,241795.0,141922.0,12011.0,4.15,2.68,1.58,1334.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
200,Austria,AUT,2021-02-15,402986.0,242625.0,143889.0,14970.0,4.47,2.69,1.6,1662.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
201,Austria,AUT,2021-02-16,418055.0,247553.0,151477.0,15262.0,4.64,2.75,1.68,1695.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
202,Austria,AUT,2021-02-17,444836.0,253854.0,160094.0,16422.0,4.94,2.82,1.78,1823.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
203,Austria,AUT,2021-02-18,466029.0,266191.0,174350.0,17566.0,5.17,2.96,1.94,1950.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
204,Austria,AUT,2021-02-19,486888.0,277204.0,184366.0,17353.0,5.41,3.08,2.05,1927.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
205,Austria,AUT,2021-02-20,498476.0,288601.0,193620.0,18530.0,5.53,3.2,2.15,2057.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
206,Austria,AUT,2021-02-21,508066.0,298199.0,195539.0,19147.0,5.64,3.31,2.17,2126.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
